MsgNum, Byte, GRIB-Version, elem, level, reference(UTC), valid(UTC), Proj(hr)
561.0, 585785859, 2, TKE="Turbulent kinetic energy [J/kg]", 97500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
562.0, 586841788, 2, CLWMR="Cloud mixing ratio [kg/kg]", 97500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
563.0, 587184188, 2, CICE="Cloud Ice [kg/(m^2)]", 97500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
564.0, 587468492, 2, RWMR="Rain mixing ratio [kg/kg]", 97500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
565.0, 587800576, 2, SNMR="Snow mixing ratio [kg/kg]", 97500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
566.0, 588051330, 2, RIME="Rime Factor [-]", 97500-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
567.0, 588324105, 2, TMP="Temperature [K]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
568.0, 589463515, 2, RH="Relative humidity [%]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
569.0, 590528854, 2, DPT="Dew point temperature [K]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
570.0, 592513423, 2, SPFH="Specific humidity [kg/kg]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
571.0, 594098182, 2, VVEL="Vertical velocity (pressure) [Pa/s]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
572.0, 596609060, 2, DZDT="Verical velocity (geometric) [m/s]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
573.0, 597322651, 2, UGRD="u-component of wind [m/s]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
573.1, 597322651, 2, VGRD="v-component of wind [m/s]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
574.0, 601218023, 2, ABSV="Absolute vorticity [1/s]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
575.0, 602823389, 2, TKE="Turbulent kinetic energy [J/kg]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
576.0, 603900753, 2, CLWMR="Cloud mixing ratio [kg/kg]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
577.0, 604174427, 2, CICE="Cloud Ice [kg/(m^2)]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
578.0, 604423164, 2, RWMR="Rain mixing ratio [kg/kg]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
579.0, 604728995, 2, SNMR="Snow mixing ratio [kg/kg]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
580.0, 604972290, 2, RIME="Rime Factor [-]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
581.0, 605233291, 2, MAXUVV="Hourly Maximum of Downward Vertical Velocity in the lowest 400hPa [m/s]", 10000-100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
582.0, 605884771, 2, MAXDVV="Hourly Maximum of Downward Vertical Velocity [m/s]", 10000-100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
583.0, 606547309, 2, MSLET="MSLP (Eta model reduction) [Pa]", 0-MSL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
584.0, 608876564, 2, HGT="Geopotential height [gpm]", 100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
585.0, 611103463, 2, REFD="Derived radar reflectivity [dB]", 4000-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
586.0, 611575472, 2, REFD="Derived radar reflectivity [dB]", 1000-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
587.0, 612285865, 2, MAXREF="Hourly Maximum of Simulated Reflectivity at 1 km AGL [dB]", 1000-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
588.0, 613001270, 2, REFD="Derived radar reflectivity [dB]", 263-TMPL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
589.0, 613521683, 2, MXUPHL="Hourly Maximum of Updraft Helicity over Layer 2km to 5 km AGL [m^2/s^2]", 5000-2000-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
590.0, 613850290, 2, MNUPHL="Hourly Minimum of Updraft Helicity [m^2/s^2]", 5000-2000-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
591.0, 614166296, 2, MXUPHL="Hourly Maximum of Updraft Helicity over Layer 2km to 5 km AGL [m^2/s^2]", 3000-0-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
592.0, 614484017, 2, MNUPHL="Hourly Minimum of Updraft Helicity [m^2/s^2]", 3000-0-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
593.0, 614800468, 2, PRES="Pressure [Pa]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
594.0, 617188321, 2, HGT="Geopotential height [gpm]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
595.0, 619162387, 2, TMP="Temperature [K]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
596.0, 621272217, 2, SPFH="Specific humidity [kg/kg]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
597.0, 622336691, 2, TSOIL="Soil temperature [K]", 0-0.1-DBLL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
598.0, 624025479, 2, SOILW="Volumetric Soil Moisture Content [Fraction]", 0-0.1-DBLL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
599.0, 625454723, 2, SOILL="Liquid Volumetric Soil Moisture (non Frozen) [Proportion]", 0-0.1-DBLL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
600.0, 626890182, 2, TSOIL="Soil temperature [K]", 0.1-0.4-DBLL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
601.0, 628561081, 2, SOILW="Volumetric Soil Moisture Content [Fraction]", 0.1-0.4-DBLL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
602.0, 630031161, 2, SOILL="Liquid Volumetric Soil Moisture (non Frozen) [Proportion]", 0.1-0.4-DBLL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
603.0, 631475787, 2, TSOIL="Soil temperature [K]", 0.4-1-DBLL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
604.0, 633131905, 2, SOILW="Volumetric Soil Moisture Content [Fraction]", 0.4-1-DBLL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
605.0, 634609126, 2, SOILL="Liquid Volumetric Soil Moisture (non Frozen) [Proportion]", 0.4-1-DBLL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
606.0, 636072828, 2, TSOIL="Soil temperature [K]", 1-2-DBLL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
607.0, 637752746, 2, SOILW="Volumetric Soil Moisture Content [Fraction]", 1-2-DBLL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
608.0, 639249534, 2, SOILL="Liquid Volumetric Soil Moisture (non Frozen) [Proportion]", 1-2-DBLL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
609.0, 640762926, 2, TSOIL="Soil temperature [K]", 3-DBLL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
610.0, 641694763, 2, MSTAV="Moisture Availability [%]", 0-1-DBLL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
611.0, 642831121, 2, SOILM="Soil moisture content [kg/(m^2)]", 0-2-DBLL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
612.0, 643942500, 2, CNWAT="Plant Canopy Surface Water [kg/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
613.0, 644305638, 2, SNOWC="Snow Cover [%]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
614.0, 644639483, 2, SMDRY="Direct Evaporation Cease (soil moisture) [Proportion]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
615.0, 645580813, 2, POROS="Soil Porosity [Proportion]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
616.0, 646530737, 2, TMP="Temperature [K]", 2-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
617.0, 648616297, 2, SPFH="Specific humidity [kg/kg]", 2-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
618.0, 650250412, 2, DPT="Dew point temperature [K]", 2-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
619.0, 651574057, 2, RH="Relative humidity [%]", 2-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
620.0, 653488432, 2, TMAX="Maximum temperature [K]", 2-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
621.0, 655533399, 2, TMIN="Minimum temperature [K]", 2-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
622.0, 657609817, 2, MAXRH="Maximum relative humidity [%]", 2-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
623.0, 659205755, 2, MINRH="Minimum Relative Humidity [%]", 2-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
624.0, 660772268, 2, UGRD="u-component of wind [m/s]", 10-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
624.1, 660772268, 2, VGRD="v-component of wind [m/s]", 10-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
625.0, 664344239, 2, MAXUW="U Component of Hourly Maximum 10m Wind Speed [m/s]", 10-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
626.0, 665689363, 2, MAXVW="V Component of Hourly Maximum 10m Wind Speed [m/s]", 10-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
627.0, 667058284, 2, POT="Potential temperature [K]", 10-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
628.0, 669636983, 2, SPFH="Specific humidity [kg/kg]", 10-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
629.0, 670587053, 2, CPOFP="Probability of Frozen Precipitation [%]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
630.0, 671009720, 2, PRATE="Precipitation rate [kg/(m^2 s)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
631.0, 671314163, 2, PRATE="Precipitation rate [kg/(m^2 s)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
632.0, 671755061, 2, SRWEQ="Snowfall rate water equivalent [kg/(m^2 s)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
633.0, 672041997, 2, NCPCP="Large scale precipitation [kg/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
634.0, 672387513, 2, SNOM="Snow melt [kg/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
635.0, 672724715, 2, SSRUN="Storm Surface Runoff [kg/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
636.0, 672993066, 2, BGRUN="Baseflow-Groundwater Runoff [kg/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
637.0, 673529596, 2, HGT="Geopotential height [gpm]", 0-LLTW, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
638.0, 676170510, 2, CSNOW="Categorical Snow [0=no; 1=yes]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
639.0, 676432355, 2, CICEP="Categorical Ice Pellets [0=no; 1=yes]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
640.0, 676670780, 2, CFRZR="Categorical Freezing Rain [0=no; 1=yes]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
641.0, 676910144, 2, CRAIN="Categorical Rain [0=no; 1=yes]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
642.0, 677188861, 2, LHTFL="Latent heat net flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
643.0, 678307764, 2, SHTFL="Sensible heat net flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
644.0, 679610560, 2, GFLUX="Ground Heat Flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
645.0, 681253533, 2, SNOHF="Snow Phase Change Heat Flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
646.0, 681589240, 2, EVP="Evaporation [kg/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
647.0, 682800633, 2, PEVAP="Potential Evaporation [kg/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
648.0, 684270958, 2, SFCR="Surface roughness [m]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
649.0, 685388266, 2, FRICV="Frictional Velocity [m/s]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
650.0, 687439380, 2, CD="Drag Coefficient [-]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
651.0, 687680089, 2, UFLX="Momentum flux; u component [N/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
652.0, 688249674, 2, VFLX="Momentum flux; v component [N/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
653.0, 688836836, 2, SHTFL="Sensible heat net flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
654.0, 690206455, 2, LHTFL="Latent heat net flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
655.0, 691356191, 2, SFEXC="Exchange Coefficient [(kg/(m^3))(m/s)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
656.0, 692958799, 2, VEG="Vegetation [%]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
657.0, 693813330, 2, GFLUX="Ground Heat Flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
658.0, 694959160, 2, VGTYP="Vegetation Type [0..13]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
659.0, 696042028, 2, SOTYP="Soil type [1=Sand; 2=Loamy sand; 3=Sandy loam; 4=Silt loam; 5=Organic (redefined); 6=Sandy clay loam; 7=Silt clay loam; 8=Clay loam; 9=Sandy clay; 10=Silty clay; 11=Clay]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
660.0, 696979365, 2, CCOND="Canopy Conductance [m/s]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
661.0, 697388586, 2, RSMIN="Minimal Stomatal Resistance [s/m]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
662.0, 698387478, 2, RLYRS="Number of Soil Layers in Root Zone [-]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
663.0, 699137929, 2, WILT="Wilting Point [Fraction]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
664.0, 700079259, 2, SMREF="Transpiration Stress-onset (soil moisture) [Proportion]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
665.0, 701073604, 2, RCS="Solar parameter in canopy conductance [Fraction]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
666.0, 701966195, 2, RCT="Temperature parameter in canopy conductance [Fraction]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
667.0, 703386494, 2, RCQ="Humidity parameter in canopy conductance [Fraction]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
668.0, 704200078, 2, RCSOL="Soil moisture parameter in canopy conductance [Fraction]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
669.0, 705346061, 2, LFTX="Surface Lifted Index [K]", 50000-100000-ISBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
670.0, 706620040, 2, CAPE="Convective available potential energy [J/kg]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
671.0, 707281949, 2, CIN="Convective inhibition [J/kg]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
672.0, 707778036, 2, PWAT="Precipitable water [kg/(m^2)]", 0-EATM, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
673.0, 708818173, 2, TCOLW="Total Column-Integrated Cloud Water [kg/(m^2)]", 0-EATM, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
674.0, 709962155, 2, TCOLI="Total Column-Integrated Cloud Ice [kg/(m^2)]", 0-EATM, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
675.0, 710752350, 2, TCOLR="Total Column Integrated Rain [kg/(m^2)]", 0-EATM, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
676.0, 711253661, 2, TCOLS="Total Column Integrated Snow [kg/(m^2)]", 0-EATM, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
677.0, 711812153, 2, TCOLC="Total Column-Integrated Condensate [kg/(m^2)]", 0-EATM, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
678.0, 712915636, 2, TCLSW="Total column-integrated supercooled liquid water [kg/(m^2)]", 0-EATM, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
679.0, 713577210, 2, TCOLM="Total column-integrated melting ice [kg/(m^2)]", 0-EATM, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
680.0, 713908424, 2, SWHR="Solar Radiative Heating Rate [K/s]", 0-EATM, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
681.0, 714590492, 2, LWHR="Long-Wave Radiative Heating Rate [K/s]", 0-EATM, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
682.0, 717627497, 2, LRGHR="Large Scale Condensate Heating rate [K/s]", 0-EATM, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
683.0, 718789482, 2, MCONV="Horizontal Moisture Divergence [kg/(kg*s)]", 0-EATM, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
684.0, 720502282, 2, HGT="Geopotential height [gpm]", 0-LBLSW, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
685.0, 721203969, 2, HGT="Geopotential height [gpm]", 0-HTLSW, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
686.0, 721860945, 2, LCDC="Low cloud cover [%]", 0-LCY, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
687.0, 722554479, 2, MCDC="Medium cloud cover [%]", 0-MCY, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
688.0, 723052070, 2, HCDC="High cloud cover [%]", 0-HCY, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
689.0, 723433257, 2, PRES="Pressure [Pa]", 0-CBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
690.0, 724923471, 2, HGT="Geopotential height [gpm]", 0-CBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
691.0, 726375819, 2, HGT="Geopotential height [gpm]", 0-CEIL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
692.0, 727646318, 2, PRES="Pressure [Pa]", 0-GCBL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
693.0, 729136532, 2, PRES="Pressure [Pa]", 0-CTL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
694.0, 730498582, 2, HGT="Geopotential height [gpm]", 0-CTL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
695.0, 731854694, 2, TMP="Temperature [K]", 0-CTL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
696.0, 733185964, 2, BRTMP="Brightness temperature [K]", 0-NTAT, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
697.0, 734756222, 2, PRES="Pressure [Pa]", 0-GCTL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
698.0, 736118272, 2, DSWRF="Downward Short-Wave Rad. Flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
699.0, 736742572, 2, DLWRF="Downward Long-Wave Rad. Flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
700.0, 738116911, 2, USWRF="Upward Short-Wave Rad. Flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
701.0, 738911954, 2, ULWRF="Upward Long-Wave Rad. Flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
702.0, 740130142, 2, USWRF="Upward Short-Wave Rad. Flux [W/(m^2)]", 0-NTAT, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
703.0, 740770212, 2, ULWRF="Upward Long-Wave Rad. Flux [W/(m^2)]", 0-NTAT, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
704.0, 741948293, 2, ULWRF="Upward Long-Wave Rad. Flux [W/(m^2)]", 0-NTAT, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
705.0, 743901860, 2, DSWRF="Downward Short-Wave Rad. Flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
706.0, 744500030, 2, DLWRF="Downward Long-Wave Rad. Flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
707.0, 746651469, 2, USWRF="Upward Short-Wave Rad. Flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
708.0, 747356900, 2, ULWRF="Upward Long-Wave Rad. Flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
709.0, 749245554, 2, CSDSF="Clear sky Downward Solar Flux [W/(m^2)]", 0-SFC, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
710.0, 749737087, 2, HLCY="Storm relative helicity [J/kg]", 3000-0-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
711.0, 751154295, 2, HLCY="Storm relative helicity [J/kg]", 1000-0-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
712.0, 753273470, 2, USTM="U-Component Storm Motion [m/s]", 6000-0-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
712.1, 753273470, 2, VSTM="V-Component Storm Motion [m/s]", 6000-0-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
713.0, 756738547, 2, UPHL="Updraft Helicity [m^2/s^2]", 5000-2000-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
714.0, 757157430, 2, VUCSH="Vertical u-component shear [1/s]", 0-6000-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
715.0, 758380298, 2, VVCSH="Vertical v-component shear [1/s]", 0-6000-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
716.0, 759606380, 2, PRES="Pressure [Pa]", 0-TRO, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
717.0, 761536891, 2, TMP="Temperature [K]", 0-TRO, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
718.0, 762358017, 2, UGRD="u-component of wind [m/s]", 0-TRO, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
718.1, 762358017, 2, VGRD="v-component of wind [m/s]", 0-TRO, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
719.0, 764306134, 2, VWSH="Vertical speed sheer [1/s]", 0-TRO, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
720.0, 765385238, 2, PRES="Pressure [Pa]", 0-MWSL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
721.0, 767523008, 2, HGT="Geopotential height [gpm]", 0-MWSL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
722.0, 769751025, 2, UGRD="u-component of wind [m/s]", 0-MWSL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
722.1, 769751025, 2, VGRD="v-component of wind [m/s]", 0-MWSL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
723.0, 771788473, 2, TMP="Temperature [K]", 80-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
724.0, 772956549, 2, SPFH="Specific humidity [kg/kg]", 80-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
725.0, 775220660, 2, PRES="Pressure [Pa]", 80-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
726.0, 776216036, 2, UGRD="u-component of wind [m/s]", 80-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
726.1, 776216036, 2, VGRD="v-component of wind [m/s]", 80-HTGL, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
727.0, 780091366, 2, TMP="Temperature [K]", 305-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
728.0, 780795810, 2, UGRD="u-component of wind [m/s]", 305-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
728.1, 780795810, 2, VGRD="v-component of wind [m/s]", 305-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
729.0, 783100817, 2, TMP="Temperature [K]", 457-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
730.0, 783878364, 2, UGRD="u-component of wind [m/s]", 457-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
730.1, 783878364, 2, VGRD="v-component of wind [m/s]", 457-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
731.0, 786513130, 2, TMP="Temperature [K]", 610-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
732.0, 787337421, 2, UGRD="u-component of wind [m/s]", 610-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
732.1, 787337421, 2, VGRD="v-component of wind [m/s]", 610-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
733.0, 790141276, 2, TMP="Temperature [K]", 914-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
734.0, 791037785, 2, UGRD="u-component of wind [m/s]", 914-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
734.1, 791037785, 2, VGRD="v-component of wind [m/s]", 914-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
735.0, 794070161, 2, TMP="Temperature [K]", 1524-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
736.0, 795009093, 2, UGRD="u-component of wind [m/s]", 1524-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
736.1, 795009093, 2, VGRD="v-component of wind [m/s]", 1524-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
737.0, 798293289, 2, TMP="Temperature [K]", 1829-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
738.0, 799228731, 2, UGRD="u-component of wind [m/s]", 1829-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
738.1, 799228731, 2, VGRD="v-component of wind [m/s]", 1829-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
739.0, 802578032, 2, TMP="Temperature [K]", 2134-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
740.0, 803517507, 2, UGRD="u-component of wind [m/s]", 2134-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
740.1, 803517507, 2, VGRD="v-component of wind [m/s]", 2134-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
741.0, 806920858, 2, TMP="Temperature [K]", 2743-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
742.0, 807816806, 2, UGRD="u-component of wind [m/s]", 2743-GPML, 02/05/2023 00:00, 02/05/2023 01:00, 1.00
